topo,ntrees,select_policy,exp_type,npublishers,nsubscribers,treatment,const_alg,fprob,choicerandseed,cost_scaled,cost,failrandseed,oracle,randseed,reach
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_steiner_200b-20h-20ibl,steiner,0.1,-5.73E+18,2.53E+00,586.56,2.65E+18,0.735425,-7.11E+18,0.579475
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_diverse-paths_200b-20h-20ibl,diverse-paths,0.1,-2.16E+18,2.26E+00,1010.637,-8.03E+18,0.7279,7.15E+18,0.559375
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_red-blue_200b-20h-20ibl,red-blue,0.1,-5.73E+18,2.12E+00,1011.297,2.65E+18,0.7327375,-7.11E+18,0.597125
campus_topo_200b-20h-20ibl.json,4,min-missing-chosen,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_steiner_200b-20h-20ibl,steiner,0.1,-5.73E+18,2.14E+00,1007.556,2.65E+18,0.7327375,-7.11E+18,0.5895125
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16E+18,0.00E+00,0,-8.03E+18,0.72,7.15E+18,0.72
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.741,-7.11E+18,0.741
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.741,-7.11E+18,0.741
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16E+18,0.00E+00,0,-8.03E+18,0.7246,7.15E+18,0.7246
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.7309,-7.11E+18,0.7309
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.7309,-7.11E+18,0.7309
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16E+18,0.00E+00,0,-8.03E+18,0.7208,7.15E+18,0.7208
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.72985,-7.11E+18,0.72985
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.72985,-7.11E+18,0.72985
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16E+18,0.00E+00,0,-8.03E+18,0.72605,7.15E+18,0.72605
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.735425,-7.11E+18,0.735425
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.735425,-7.11E+18,0.735425
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_diverse-paths_200b-20h-20ibl,oracle,0.1,-2.16E+18,0.00E+00,0,-8.03E+18,0.7279,7.15E+18,0.7279
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_red-blue_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.7327375,-7.11E+18,0.7327375
campus_topo_200b-20h-20ibl.json,4,oracle,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_steiner_200b-20h-20ibl,oracle,0.1,-5.73E+18,0.00E+00,0,2.65E+18,0.7327375,-7.11E+18,0.7327375
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16E+18,6.90E+00,189.576,-8.03E+18,0.72,7.15E+18,0.5496
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.43E+00,189.226,2.65E+18,0.741,-7.11E+18,0.5886
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,50,old_results_networkx/results3/nhosts/results_4t_0.10f_50s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.43E+00,189.226,2.65E+18,0.741,-7.11E+18,0.5886
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16E+18,6.73E+00,378.54,-8.03E+18,0.7246,7.15E+18,0.5622
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.50E+00,379.226,2.65E+18,0.7309,-7.11E+18,0.5837
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,100,old_results_networkx/results3/nhosts/results_4t_0.10f_100s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.50E+00,379.226,2.65E+18,0.7309,-7.11E+18,0.5837
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16E+18,6.78E+00,758.74,-8.03E+18,0.7208,7.15E+18,0.5592
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.51E+00,757.948,2.65E+18,0.72985,-7.11E+18,0.5822
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,200,old_results_networkx/results3/nhosts/results_4t_0.10f_200s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.51E+00,757.948,2.65E+18,0.72985,-7.11E+18,0.5822
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16E+18,6.70E+00,1519.668,-8.03E+18,0.72605,7.15E+18,0.5671
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.51E+00,1518.792,2.65E+18,0.735425,-7.11E+18,0.583575
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,400,old_results_networkx/results3/nhosts/results_4t_0.10f_400s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.51E+00,1518.792,2.65E+18,0.735425,-7.11E+18,0.583575
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_diverse-paths_200b-20h-20ibl,unicast,0.1,-2.16E+18,6.70E+00,3034.8,-8.03E+18,0.7279,7.15E+18,0.566475
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_red-blue_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.53E+00,3036.216,2.65E+18,0.7327375,-7.11E+18,0.5813625
campus_topo_200b-20h-20ibl.json,4,unicast,networkx,200,800,old_results_networkx/results3/nhosts/results_4t_0.10f_800s_200p_steiner_200b-20h-20ibl,unicast,0.1,-5.73E+18,6.53E+00,3036.216,2.65E+18,0.7327375,-7.11E+18,0.5813625
